Temperature,Humidity,Moisture,pH,Soil Type,Tea Type,Nitrogen,Potassium,Phosphorous,Size of land,Kilos Produced,Number of Bushes,Fertilizer Name,Number of Bags
23,76,51,6.044185232536142,Clay,Oolong,25,37,29,5,1135,1384,NPK 20-20-10,22
27,60,60,5.125453915635012,Sandy,Oolong,33,27,19,11,1338,985,NPK 5-10-5,26
25,70,63,6.538487838120517,Loam,Green,43,19,17,7,1339,1033,NPK 20-20-10,26
23,61,64,7.660642063758315,Sandy,Green,47,29,10,18,629,1168,NPK 20-20-10,12
28,78,54,7.891168779253077,Loam,Green,47,20,19,17,923,1065,NPK 20-20-10,18
22,67,57,7.150988186846167,Loam,Oolong,41,33,12,17,618,1112,Organic,12
20,72,58,4.650072385645227,Sandy,Black,39,34,9,16,942,1405,Organic,18
20,67,68,4.927722738954249,Loam,Black,29,34,25,10,1431,570,NPK 20-20-10,28
23,80,70,6.554296857355167,Clay,Black,39,39,28,15,781,946,NPK 5-10-5,15
28,67,67,8.06770879437238,Loam,Green,32,21,20,17,1218,1061,Organic,24
27,80,63,8.326572124755335,Clay,Oolong,26,28,5,10,1150,633,NPK 5-10-5,23
25,60,65,4.975382064723448,Loam,Black,32,15,27,19,1333,620,Organic,26
23,77,61,6.05383893313264,Loam,Black,32,17,13,7,542,795,NPK 20-20-10,10
23,72,51,8.115266637625819,Clay,Black,33,34,24,18,1361,809,NPK 20-20-10,27
27,79,64,8.234135914010105,Sandy,Green,41,39,16,8,1161,787,NPK 5-10-5,23
22,66,51,6.704545708798371,Sandy,Green,43,28,28,11,1364,1037,NPK 20-20-10,27
23,69,60,7.947312844833626,Sandy,Black,50,29,28,12,935,1473,Organic,18
20,73,70,8.375251150886935,Clay,Green,26,18,5,13,1110,1490,Organic,22
20,79,68,6.90404978012503,Clay,Green,46,27,24,6,1373,1192,NPK 5-10-5,27
26,61,59,6.717986191956111,Loam,Green,37,16,5,17,876,1390,Organic,17
26,69,62,7.8937166637969485,Sandy,Green,49,27,29,5,1325,1430,Organic,26
26,66,65,7.758698892049774,Clay,Oolong,37,34,23,18,698,1127,NPK 5-10-5,13
20,69,57,8.021310866116472,Sandy,Green,42,28,19,16,1445,609,Organic,28
22,66,69,7.166768069954863,Loam,Green,34,32,11,16,764,704,NPK 5-10-5,15
23,62,60,8.145559416909707,Clay,Oolong,40,36,8,12,1035,710,Organic,20
23,73,68,6.977270910697774,Sandy,Oolong,39,24,16,20,1345,858,Organic,26
25,60,55,6.512109384683182,Loam,Green,42,26,7,12,1278,1497,NPK 20-20-10,25
27,60,52,7.991998191943555,Loam,Green,39,18,15,9,1141,705,NPK 5-10-5,22
30,73,63,5.445588470264163,Loam,Oolong,25,35,26,6,772,900,NPK 20-20-10,15
20,76,68,6.244297512233133,Clay,Black,42,19,21,15,1465,512,NPK 5-10-5,29
23,80,70,8.290930288434403,Loam,Green,45,22,11,5,917,898,Organic,18
30,72,70,6.157104534003398,Loam,Green,28,34,25,15,1240,1003,NPK 20-20-10,24
21,80,58,7.092189222597044,Loam,Oolong,47,34,13,18,1364,647,NPK 5-10-5,27
21,74,55,6.308458419529421,Clay,Oolong,30,38,25,20,569,1141,NPK 20-20-10,11
26,70,67,8.035751589829916,Sandy,Green,35,39,12,5,894,650,Organic,17
27,65,61,5.982122503882543,Clay,Oolong,30,28,29,7,865,780,NPK 5-10-5,17
22,69,61,8.251378633956477,Sandy,Black,36,37,6,14,832,761,NPK 5-10-5,16
26,65,63,5.34828083003391,Loam,Green,45,27,27,16,1452,1326,NPK 5-10-5,29
20,60,60,7.218115252316668,Clay,Oolong,29,31,17,10,1174,767,Organic,23
28,75,60,4.6649673249207355,Sandy,Green,28,34,19,12,601,626,Organic,12
29,61,58,8.183283409524375,Clay,Oolong,31,30,27,17,560,1449,Organic,11
20,62,54,6.076303415488482,Loam,Oolong,39,18,26,11,887,1050,Organic,17
23,67,59,6.532426988424019,Loam,Black,28,35,9,11,774,993,Organic,15
27,75,64,5.959462545925508,Clay,Black,37,15,8,15,928,1022,NPK 5-10-5,18
23,69,53,7.747790258053861,Sandy,Black,42,29,11,19,1275,1231,Organic,25
25,75,67,7.648318613577781,Loam,Green,28,24,12,16,802,1140,NPK 5-10-5,16
30,64,56,5.899768908071154,Sandy,Green,45,27,29,7,1472,1477,NPK 5-10-5,29
27,61,50,4.658180338091794,Sandy,Black,25,40,24,11,1218,1224,NPK 20-20-10,24
22,71,50,8.172338444048005,Loam,Black,28,36,8,11,1488,672,Organic,29
25,60,57,5.729532309600958,Sandy,Oolong,26,28,25,12,506,951,Organic,10
27,76,54,6.926228703708591,Sandy,Oolong,33,25,28,10,1009,596,NPK 20-20-10,20
27,68,52,8.037945799575823,Loam,Oolong,43,15,9,16,1462,603,Organic,29
28,64,60,4.776618147178698,Clay,Black,25,17,19,8,1492,1186,NPK 20-20-10,29
23,70,70,6.879407561422827,Clay,Oolong,27,19,26,17,1383,1500,Organic,27
21,66,60,7.256815630675978,Sandy,Oolong,44,33,17,19,539,739,Organic,10
23,71,70,7.346916196956963,Clay,Green,33,35,19,15,716,722,Organic,14
25,74,60,7.536757120854829,Clay,Green,26,19,5,18,771,850,Organic,15
20,67,63,5.556970781696483,Clay,Oolong,41,32,16,19,1468,592,NPK 20-20-10,29
30,76,52,6.476029018182839,Sandy,Green,32,15,7,13,777,1268,Organic,15
24,69,57,8.145248798794439,Sandy,Green,40,15,5,9,1052,775,NPK 20-20-10,21
20,67,64,7.328259403701333,Clay,Black,36,37,18,11,1258,772,NPK 5-10-5,25
26,67,64,6.789641765119774,Clay,Black,27,37,15,14,1070,898,NPK 5-10-5,21
22,64,67,7.9237616305139635,Loam,Green,48,21,24,15,1091,1491,NPK 20-20-10,21
24,67,69,5.84061339877151,Loam,Black,28,23,23,18,1277,610,Organic,25
29,69,54,7.1617992050939545,Clay,Green,27,15,12,9,864,1435,Organic,17
22,66,63,6.1022067879641995,Sandy,Green,29,28,6,9,1289,1448,NPK 20-20-10,25
30,61,54,5.754463456704677,Clay,Black,33,25,25,16,932,1436,NPK 20-20-10,18
23,80,65,8.073855873898724,Sandy,Black,42,30,14,19,993,615,NPK 5-10-5,19
29,80,52,6.092363325713363,Sandy,Black,33,20,24,14,562,1233,NPK 20-20-10,11
20,76,57,6.824221437353324,Loam,Green,28,36,15,8,1150,1221,Organic,23
26,64,67,7.332326123232074,Clay,Black,32,29,10,18,978,974,Organic,19
22,60,54,4.931968022752532,Clay,Oolong,49,39,12,10,622,1192,NPK 20-20-10,12
29,78,67,5.212049944933756,Clay,Oolong,35,40,24,15,1071,940,NPK 5-10-5,21
23,73,57,6.789089665165659,Loam,Green,35,17,15,9,750,1072,NPK 5-10-5,15
26,66,68,5.327511084309698,Sandy,Oolong,35,16,17,6,582,725,NPK 5-10-5,11
30,65,70,8.426563362753415,Sandy,Black,38,39,14,15,1473,905,NPK 20-20-10,29
23,80,62,7.995207138025561,Sandy,Green,41,36,20,13,1237,1181,Organic,24
24,75,55,5.621558582892302,Sandy,Black,40,20,6,7,846,1136,NPK 5-10-5,16
24,72,58,6.434795168867223,Loam,Black,43,34,16,6,1108,909,NPK 5-10-5,22
23,63,58,5.055806321839241,Clay,Oolong,41,25,13,19,635,891,NPK 5-10-5,12
27,79,51,6.526495227282112,Loam,Black,41,31,12,6,1067,1186,NPK 20-20-10,21
21,68,57,5.3033358203709575,Clay,Oolong,37,23,12,13,1459,1428,Organic,29
27,76,58,7.723223194217105,Loam,Green,33,17,25,7,520,558,Organic,10
28,65,57,4.627666814404543,Sandy,Black,40,28,17,9,727,1030,Organic,14
30,67,70,6.728170729981251,Loam,Black,31,32,10,13,1286,1275,NPK 5-10-5,25
27,71,63,6.3336469161935405,Loam,Oolong,48,31,12,9,941,1148,NPK 5-10-5,18
22,74,58,8.317957998593709,Loam,Black,41,29,13,6,699,1088,Organic,13
20,72,58,6.65571646563574,Clay,Oolong,37,18,26,16,1149,1282,NPK 20-20-10,22
28,73,56,4.995192532817657,Clay,Black,34,34,17,17,1013,737,NPK 5-10-5,20
24,69,65,7.07433040436702,Sandy,Black,35,18,24,11,1153,509,NPK 20-20-10,23
25,70,51,7.286804624251243,Clay,Oolong,42,31,19,11,954,1246,NPK 20-20-10,19
22,71,66,6.907640731929359,Loam,Oolong,42,30,12,20,1283,1427,NPK 20-20-10,25
21,64,51,6.571322924640715,Sandy,Black,30,29,23,11,1068,1337,NPK 20-20-10,21
21,76,60,6.0923671072671635,Clay,Oolong,47,35,11,18,760,1232,NPK 5-10-5,15
26,65,56,6.361099469343314,Loam,Green,37,32,23,13,735,574,NPK 20-20-10,14
20,79,55,5.771322393757133,Sandy,Green,33,16,5,5,787,805,NPK 5-10-5,15
25,63,58,7.973642537003824,Sandy,Black,33,30,7,16,518,811,NPK 20-20-10,10
29,80,60,8.438065301275858,Loam,Oolong,42,16,14,19,677,1231,NPK 20-20-10,13
28,65,52,7.666891899989722,Loam,Green,44,30,5,9,1083,1076,Organic,21
25,76,68,4.96166191479344,Loam,Black,43,28,10,7,1244,502,NPK 5-10-5,24
25,73,58,4.9028639283320326,Sandy,Black,28,26,12,6,794,655,Organic,15
20,79,66,7.147278115265354,Sandy,Oolong,35,18,18,7,930,1063,Organic,18
29,61,51,7.365686080874642,Sandy,Green,39,35,23,12,1424,912,Organic,28
26,71,55,6.087373598991892,Loam,Black,31,18,29,17,1415,821,Organic,28
26,67,52,5.9962735655444,Clay,Green,35,25,28,15,989,1189,NPK 5-10-5,19
25,79,70,6.932114343084163,Sandy,Green,31,22,5,7,1168,853,NPK 5-10-5,23
20,64,54,5.589184548704072,Loam,Green,42,28,14,18,1039,927,NPK 5-10-5,20
26,71,69,6.334180214924437,Loam,Oolong,48,29,14,5,890,874,Organic,17
21,66,58,8.280277615119388,Clay,Green,33,19,10,16,1434,1166,NPK 5-10-5,28
30,65,65,4.974583442555929,Sandy,Black,50,31,23,14,1217,623,NPK 20-20-10,24
22,80,62,6.51070354628283,Loam,Black,32,17,21,8,803,823,NPK 5-10-5,16
26,73,69,5.18921085527956,Clay,Green,47,31,13,20,1171,670,Organic,23
27,65,63,7.817391606249165,Clay,Black,43,35,5,6,727,882,Organic,14
20,68,70,6.817625404638012,Sandy,Green,27,22,25,5,1233,541,NPK 20-20-10,24
29,69,53,6.9605774633912745,Loam,Oolong,48,40,8,20,593,798,Organic,11
23,75,55,6.200939218288408,Clay,Green,38,16,21,12,1138,949,NPK 5-10-5,22
28,66,54,7.8535383173696065,Loam,Green,36,29,14,19,1252,827,NPK 5-10-5,25
29,75,58,7.869824861633094,Loam,Black,42,23,7,18,835,976,NPK 5-10-5,16
24,69,67,7.861888448068391,Loam,Oolong,33,15,25,9,867,834,NPK 5-10-5,17
21,71,55,6.144271804157702,Loam,Black,31,22,20,6,1492,1350,NPK 5-10-5,29
22,69,68,6.599305531295817,Sandy,Oolong,48,31,6,8,578,1381,NPK 5-10-5,11
20,74,70,6.362089189627149,Sandy,Oolong,42,30,28,17,1046,635,NPK 5-10-5,20
30,77,55,7.299718459065312,Loam,Oolong,31,18,5,20,1260,842,Organic,25
25,80,65,7.512418186113358,Clay,Green,27,40,14,11,1086,884,NPK 5-10-5,21
20,80,63,6.897104801651709,Sandy,Green,28,30,11,7,563,1176,NPK 20-20-10,11
24,65,66,6.794362200101748,Loam,Oolong,25,21,23,6,894,809,NPK 20-20-10,17
26,80,64,5.413229570133756,Clay,Green,36,33,29,8,1330,518,NPK 5-10-5,26
20,70,68,7.326112018610303,Sandy,Green,44,23,15,17,834,594,NPK 20-20-10,16
29,67,53,8.375958327193587,Clay,Green,31,23,11,8,746,663,Organic,14
30,66,61,8.116662759971081,Sandy,Black,46,26,10,8,1130,514,Organic,22
30,66,62,8.054748706043355,Clay,Oolong,35,26,24,14,1066,738,NPK 20-20-10,21
24,62,60,4.580485622112449,Sandy,Black,47,22,9,8,1404,886,Organic,28
23,75,57,7.6385515780227715,Loam,Black,39,38,6,7,1078,1295,Organic,21
25,80,64,7.42962794710723,Clay,Oolong,25,22,20,9,1140,702,NPK 5-10-5,22
28,62,59,7.428205223884465,Clay,Black,46,28,24,10,502,745,Organic,10
29,62,64,6.395023949625447,Clay,Oolong,27,21,18,10,1010,568,NPK 20-20-10,20
29,61,66,8.13829654079899,Sandy,Oolong,28,37,24,8,998,1319,NPK 5-10-5,19
21,78,53,5.727766604020962,Sandy,Oolong,32,18,16,20,1223,1010,NPK 5-10-5,24
22,64,60,6.880698126429589,Sandy,Black,42,17,20,6,1320,1369,Organic,26
25,61,63,7.773275410174627,Sandy,Black,33,35,9,11,717,849,Organic,14
22,77,54,5.538751729761083,Sandy,Oolong,34,22,7,11,1266,982,NPK 20-20-10,25
21,78,64,5.409852812345737,Sandy,Black,49,19,9,20,683,1170,NPK 20-20-10,13
26,71,67,7.824962476338974,Clay,Black,43,34,22,13,537,584,NPK 20-20-10,10
28,61,51,7.531325651184341,Clay,Oolong,32,38,23,8,1094,1056,NPK 5-10-5,21
26,76,56,7.109565568421269,Sandy,Oolong,47,28,19,6,710,1233,NPK 20-20-10,14
29,79,69,7.151725357592243,Loam,Green,43,26,27,18,557,831,Organic,11
20,76,66,6.462171623103837,Sandy,Black,29,19,24,11,1016,1423,NPK 5-10-5,20
20,62,53,5.628840829598424,Clay,Oolong,28,16,17,13,1119,1481,NPK 20-20-10,22
23,61,66,7.04399499207525,Sandy,Green,46,24,17,12,1266,1201,NPK 5-10-5,25
30,60,56,5.072509284324096,Sandy,Black,29,29,25,16,891,1305,NPK 20-20-10,17
23,63,68,8.173168272377373,Loam,Oolong,32,17,18,18,834,1427,NPK 5-10-5,16
24,70,57,7.956430788250429,Sandy,Green,47,26,27,7,1002,635,NPK 20-20-10,20
24,65,68,6.539049498629448,Sandy,Green,37,39,15,13,519,1315,Organic,10
28,77,63,5.8354395217915425,Clay,Green,27,37,25,6,1010,1237,Organic,20
28,76,60,6.320719537433817,Sandy,Oolong,47,22,11,16,1129,639,Organic,22
23,64,57,6.728647555215227,Sandy,Green,31,26,18,5,1245,1198,NPK 20-20-10,24
30,79,70,7.9018755982374875,Sandy,Black,25,40,6,7,1496,812,NPK 20-20-10,29
24,71,70,4.533645624065393,Clay,Oolong,38,21,19,9,1367,1093,Organic,27
24,73,62,8.288968756131359,Loam,Black,45,34,22,19,897,1314,NPK 5-10-5,17
26,75,69,5.567367878520592,Sandy,Oolong,39,20,29,17,921,1369,NPK 20-20-10,18
29,78,58,7.9695878936646025,Loam,Oolong,45,31,29,9,772,1007,NPK 20-20-10,15
21,73,62,8.166287745455364,Clay,Black,40,31,18,8,701,943,NPK 20-20-10,14
21,67,65,6.465784515123644,Loam,Oolong,27,24,19,7,1135,1020,Organic,22
23,76,50,5.680711783686472,Sandy,Black,48,29,27,9,1481,645,NPK 5-10-5,29
25,68,68,4.675070603106306,Sandy,Oolong,33,35,7,17,1208,1345,NPK 20-20-10,24
27,67,70,7.360902310210459,Loam,Black,29,19,25,10,604,842,Organic,12
20,80,56,6.385885259288649,Loam,Oolong,32,19,18,15,802,518,NPK 20-20-10,16
27,68,58,5.48303717643824,Clay,Green,39,21,10,12,647,1324,NPK 20-20-10,12
29,60,58,6.804414568629966,Sandy,Black,38,40,20,16,1046,980,NPK 5-10-5,20
25,73,56,6.217931141970631,Sandy,Black,49,25,26,13,1347,1207,Organic,26
23,65,58,6.405233613129353,Loam,Green,49,27,22,13,703,720,NPK 20-20-10,14
28,79,67,4.792434022287114,Loam,Black,26,23,18,11,1491,1291,NPK 5-10-5,29
28,68,52,5.913727702558058,Loam,Oolong,39,17,12,13,624,784,Organic,12
28,74,70,5.500124790569125,Clay,Black,32,38,15,18,1269,922,Organic,25
25,77,55,5.901484200892159,Loam,Green,36,18,12,16,915,1183,NPK 20-20-10,18
26,68,68,6.470693210170335,Loam,Green,33,23,28,20,817,699,Organic,16
20,63,58,6.623338061866905,Sandy,Black,49,26,10,17,905,545,NPK 5-10-5,18
20,62,60,4.555311415577815,Sandy,Black,38,29,11,9,1088,817,NPK 20-20-10,21
28,76,69,6.361616640865519,Clay,Black,25,19,17,17,707,874,NPK 5-10-5,14
21,65,68,5.878448025688314,Loam,Green,47,30,24,8,1063,1118,NPK 20-20-10,21
21,64,53,8.448890476729147,Clay,Black,48,17,21,19,846,549,NPK 20-20-10,16
20,77,62,7.568770579131607,Loam,Black,27,17,29,17,1069,902,Organic,21
27,69,63,6.802653820476777,Loam,Black,43,18,10,15,952,1308,Organic,19
20,66,66,5.07897222284676,Clay,Green,40,35,12,18,624,865,Organic,12
22,62,59,4.96720489336797,Clay,Black,38,17,13,13,1130,1099,NPK 5-10-5,22
20,70,59,5.673833110981146,Loam,Black,41,26,28,15,751,1416,Organic,15
30,73,57,7.928541841702073,Clay,Green,42,39,18,6,1090,983,Organic,21
28,63,61,6.762919987317131,Clay,Green,37,37,12,8,567,1394,NPK 5-10-5,11
25,77,53,7.105023676833902,Clay,Green,29,34,10,8,1476,1038,NPK 5-10-5,29
26,78,55,7.765594621529601,Sandy,Oolong,41,35,7,20,1247,635,NPK 5-10-5,24
22,66,53,5.252475294644848,Loam,Black,44,19,27,17,596,1001,Organic,11
24,76,65,7.858349574836867,Loam,Black,29,32,5,15,1328,1183,Organic,26
26,61,62,7.40440250120614,Sandy,Green,42,35,30,14,1444,1429,NPK 5-10-5,28
30,68,68,6.470785080450625,Loam,Black,28,37,20,16,726,985,NPK 20-20-10,14
24,66,56,5.2156090512456625,Sandy,Oolong,40,23,10,9,889,654,NPK 5-10-5,17
22,73,67,7.368115406511249,Sandy,Black,41,19,11,14,510,803,NPK 20-20-10,10
28,68,66,7.352155675449735,Clay,Oolong,36,36,13,14,809,1015,Organic,16
20,70,61,6.6520554465862,Loam,Green,36,40,27,10,931,808,NPK 5-10-5,18
26,74,66,6.653846537740138,Loam,Oolong,45,30,6,7,967,1206,Organic,19
28,79,67,6.981494048355845,Loam,Oolong,49,34,22,19,859,989,Organic,17
26,62,65,8.097158950108621,Sandy,Green,39,37,19,11,722,826,NPK 20-20-10,14
25,69,53,5.748716023218817,Clay,Oolong,46,15,9,5,1459,570,NPK 20-20-10,29
20,65,52,5.059662937153605,Clay,Oolong,36,18,20,8,912,1130,Organic,18
27,64,69,8.174483925545578,Clay,Black,36,33,10,18,1351,936,NPK 20-20-10,27
24,73,52,5.987645296190131,Sandy,Black,45,35,15,11,866,537,Organic,17
24,68,50,6.782754360190475,Clay,Green,34,18,27,14,1182,1403,Organic,23
22,79,63,4.716229052967828,Clay,Green,34,34,8,19,677,549,NPK 20-20-10,13
21,67,61,6.446275094135184,Clay,Green,25,40,26,7,863,945,NPK 20-20-10,17
21,77,70,7.480566491217225,Sandy,Black,44,39,27,8,934,1346,NPK 20-20-10,18
25,80,69,6.142934834037728,Sandy,Oolong,34,18,22,16,1211,823,NPK 20-20-10,24
20,75,60,8.458592516643874,Sandy,Oolong,40,39,19,13,1029,515,Organic,20
27,60,60,7.354026675861496,Loam,Black,29,17,5,8,939,1000,Organic,18
20,62,58,7.1162333822608765,Sandy,Green,25,37,24,15,767,1206,Organic,15
22,80,58,7.099712874092592,Clay,Oolong,29,21,23,20,1249,826,Organic,24
20,78,53,8.398814457155325,Clay,Green,46,23,25,5,777,1116,NPK 20-20-10,15
28,67,50,7.126590958212231,Loam,Green,27,39,17,19,1477,1332,Organic,29
29,64,52,8.009486524384398,Loam,Green,28,30,13,18,1045,785,NPK 20-20-10,20
29,73,67,4.915339036044301,Clay,Oolong,46,22,15,14,951,1051,NPK 5-10-5,19
27,66,67,7.4770507446364345,Sandy,Green,26,22,24,10,1315,1386,Organic,26
27,70,70,5.990390667272505,Loam,Black,42,22,11,9,1388,776,Organic,27
21,68,61,4.655598244341942,Loam,Black,33,40,10,11,1461,876,Organic,29
21,67,56,6.088025106050299,Clay,Oolong,26,32,7,11,1223,537,NPK 5-10-5,24
24,72,56,4.5714142539556395,Loam,Black,42,29,24,18,836,1200,NPK 20-20-10,16
26,66,50,7.342623123051662,Sandy,Black,28,23,12,15,710,1120,Organic,14
20,77,55,5.552945333641457,Loam,Oolong,35,32,8,19,1073,706,NPK 5-10-5,21
20,72,52,7.939997095323972,Clay,Black,49,38,26,9,1130,1109,NPK 5-10-5,22
20,68,50,7.266117087725412,Sandy,Black,25,23,19,7,1281,1099,Organic,25
29,64,70,6.118854567694402,Loam,Black,48,28,22,12,1029,1052,NPK 20-20-10,20
20,72,66,5.098042695345161,Clay,Oolong,26,39,27,13,999,1467,NPK 5-10-5,19
27,67,69,7.9337894715019335,Sandy,Green,26,29,23,12,840,605,NPK 20-20-10,16
20,77,64,7.94869799234468,Loam,Oolong,48,22,10,9,903,1252,Organic,18
23,67,70,8.46446071141994,Loam,Oolong,47,36,28,11,744,771,Organic,14
27,78,65,5.0831034545278175,Clay,Black,37,25,22,20,1055,971,NPK 5-10-5,21
27,64,51,6.401331523383102,Sandy,Green,29,25,20,6,611,1308,NPK 20-20-10,12
27,61,69,8.084153897352813,Clay,Green,42,33,8,5,827,587,Organic,16
23,80,57,6.784426393728857,Sandy,Black,45,27,10,11,1150,502,NPK 20-20-10,23
29,76,56,7.0357296934651945,Clay,Green,43,22,22,15,1326,894,NPK 20-20-10,26
25,63,61,5.498643538626463,Clay,Oolong,39,15,16,13,511,1068,Organic,10
23,70,53,6.396924701916659,Clay,Oolong,40,24,7,13,605,643,NPK 20-20-10,12
26,74,61,7.694406695946711,Sandy,Oolong,44,32,7,15,552,931,NPK 20-20-10,11
28,65,50,4.9911675621811,Sandy,Green,43,21,27,10,566,569,NPK 20-20-10,11
22,68,62,5.065207968911871,Clay,Black,50,29,14,8,704,657,Organic,14
25,77,54,5.48734877010848,Sandy,Green,29,16,7,14,1276,556,NPK 20-20-10,25
21,64,65,6.830999342149489,Clay,Oolong,29,29,25,6,886,1077,NPK 5-10-5,17
26,76,66,7.7195634736835474,Clay,Green,39,35,30,9,1085,899,NPK 5-10-5,21
22,75,61,7.702421698406334,Sandy,Green,41,39,14,6,1262,524,NPK 5-10-5,25
27,69,57,6.859285608381833,Clay,Green,39,16,18,7,847,526,Organic,16
28,64,57,5.850347165102642,Clay,Oolong,33,22,22,13,1151,596,Organic,23
21,69,61,8.405435485804096,Loam,Green,29,22,17,11,1221,1189,NPK 5-10-5,24
23,63,68,7.120066000941625,Loam,Green,48,17,22,16,815,921,NPK 5-10-5,16
23,76,64,6.47556169929527,Clay,Green,32,18,18,19,1330,1143,Organic,26
30,74,62,8.041521677245886,Loam,Black,49,29,7,19,1257,1058,Organic,25
22,76,65,5.2001230141582955,Loam,Oolong,45,18,6,9,1437,573,Organic,28
21,70,54,7.995406758489039,Sandy,Oolong,33,40,10,5,884,1146,Organic,17
27,76,58,7.864207694643001,Clay,Black,39,28,27,18,537,967,NPK 20-20-10,10
21,65,62,7.888417516627771,Sandy,Oolong,33,22,11,16,1402,1332,NPK 5-10-5,28
22,60,70,5.363660551976957,Loam,Oolong,36,15,23,16,872,746,NPK 5-10-5,17
25,78,59,7.358453435803906,Clay,Black,27,28,26,16,570,1340,Organic,11
20,67,50,6.453555116149928,Clay,Black,46,32,26,20,820,1138,Organic,16
26,62,64,6.5355495614974455,Clay,Oolong,26,36,22,12,1286,565,NPK 5-10-5,25
29,65,62,5.057393703389947,Clay,Oolong,36,18,12,5,1461,1421,NPK 5-10-5,29
28,74,58,6.982169527650235,Sandy,Black,29,32,16,11,595,1417,NPK 20-20-10,11
20,73,56,7.076090477936211,Clay,Black,26,30,28,18,1349,551,NPK 20-20-10,26
30,60,55,6.187982138723351,Clay,Oolong,44,37,5,7,1233,1028,Organic,24
28,69,65,6.527250678255539,Sandy,Black,36,16,10,7,689,1421,NPK 20-20-10,13
23,78,55,5.485049821294796,Loam,Green,27,29,20,5,1138,1459,NPK 5-10-5,22
29,64,50,5.073069174056297,Clay,Oolong,32,37,27,11,1027,1017,Organic,20
21,62,60,5.330513833076102,Sandy,Green,39,23,30,12,1243,1476,Organic,24
26,65,60,5.968756697261038,Clay,Green,50,21,17,18,1042,1277,NPK 20-20-10,20
30,67,60,6.506656384236988,Loam,Black,36,28,26,12,1406,1389,NPK 20-20-10,28
30,67,54,7.164079617831598,Clay,Oolong,25,34,22,20,1099,695,NPK 5-10-5,21
20,80,54,6.839225245624162,Clay,Black,44,26,14,9,657,935,NPK 5-10-5,13
23,62,52,4.986166500370871,Loam,Black,31,18,21,16,1314,814,Organic,26
29,76,70,8.188608947677118,Sandy,Oolong,32,38,12,17,924,1472,Organic,18
28,78,54,4.8145195144017485,Clay,Green,30,16,17,19,1050,562,NPK 20-20-10,21
27,79,65,5.239167192552306,Clay,Green,25,21,26,5,1397,1452,Organic,27
22,69,50,5.829453184004986,Sandy,Green,49,21,11,17,1059,641,NPK 20-20-10,21
22,68,51,8.33090058802603,Loam,Oolong,33,28,15,10,1395,876,NPK 20-20-10,27
22,64,65,6.621574166489777,Clay,Oolong,33,22,12,12,1063,907,Organic,21
30,75,65,7.699334758959431,Clay,Green,45,30,6,9,1343,1283,NPK 20-20-10,26
29,77,57,7.435431998133325,Loam,Green,41,15,28,19,1328,883,NPK 5-10-5,26
28,64,64,6.221154982050372,Clay,Black,50,33,24,14,1301,1306,NPK 20-20-10,26
30,68,65,5.397013554488588,Sandy,Oolong,29,26,5,10,706,1045,Organic,14
24,62,58,4.858689033157674,Clay,Black,39,18,7,6,530,846,NPK 5-10-5,10
23,66,57,5.268050319548895,Loam,Oolong,48,39,15,8,1259,585,NPK 20-20-10,25
21,60,55,7.485031852066411,Sandy,Green,50,35,20,16,716,998,NPK 5-10-5,14
26,74,66,6.872599798574733,Loam,Green,41,15,29,14,698,747,NPK 5-10-5,13
25,72,61,6.616289178790698,Loam,Green,26,30,30,9,785,1282,NPK 5-10-5,15
22,74,68,7.835632047558587,Clay,Black,47,38,19,15,905,1109,NPK 5-10-5,18
21,73,60,4.671196325766721,Sandy,Oolong,36,20,12,11,661,1417,Organic,13
27,68,60,7.140414911534409,Clay,Black,48,39,15,16,1374,648,NPK 20-20-10,27
27,74,53,6.737514871399503,Loam,Green,38,15,12,20,868,864,Organic,17
23,71,53,7.467716440285093,Clay,Black,35,18,14,12,1283,1157,Organic,25
24,68,50,7.411766661696074,Clay,Green,40,37,7,18,781,1374,NPK 20-20-10,15
24,64,51,7.002564421938313,Clay,Oolong,33,16,13,6,928,1413,NPK 5-10-5,18
27,71,59,6.209031115554353,Sandy,Oolong,42,19,29,13,1040,788,NPK 5-10-5,20
30,78,59,7.525445037856846,Loam,Oolong,48,35,30,7,913,912,NPK 20-20-10,18
23,64,67,5.929621196075394,Loam,Green,50,32,11,9,1220,712,Organic,24
28,63,69,4.621993916591906,Sandy,Oolong,32,21,11,14,682,1088,NPK 5-10-5,13
26,74,64,6.259798732408559,Sandy,Oolong,48,38,13,18,1487,856,Organic,29
24,61,61,7.306565977711818,Loam,Oolong,38,23,14,9,1428,602,Organic,28
23,68,70,5.277297484675628,Sandy,Black,46,40,13,15,561,1301,NPK 20-20-10,11
22,76,56,7.9387338111090555,Sandy,Oolong,41,18,28,12,1205,1242,NPK 5-10-5,24
20,65,68,8.138859958186444,Sandy,Oolong,30,36,7,11,692,548,Organic,13
21,77,53,5.682330485964501,Loam,Green,43,20,20,10,746,1326,NPK 5-10-5,14
30,73,70,4.650663226673759,Clay,Oolong,33,15,26,11,642,1103,NPK 5-10-5,12
28,68,52,4.701202115725257,Loam,Oolong,32,37,8,8,519,631,NPK 5-10-5,10
26,67,50,6.656925478283442,Sandy,Oolong,50,31,6,7,567,1135,NPK 5-10-5,11
29,62,51,7.494286038690975,Loam,Oolong,40,32,25,17,822,1039,Organic,16
21,65,58,5.093119101563246,Loam,Black,49,33,18,18,1098,732,NPK 5-10-5,21
